result,odds-home,odds-draw,odds-away,home-wins,home-draw,home-losses,home-goals,home-opposition-goals,home-shots,home-shots-on-target,home-opposition-shots,home-opposition-shots-on-target,away-wins,away-draw,away-losses,away-goals,away-opposition-goals,away-shots,away-shots-on-target,away-opposition-shots,away-opposition-shots-on-target
H,6.5,4.5,1.5,0,5,5,9,17,139,37,87,38,8,2,0,26,6,177,65,101,39
H,1.95,3.3,4.33,3,3,4,15,15,142,49,134,58,5,4,1,15,7,88,37,117,32
H,2.0,3.5,3.75,1,3,6,8,17,131,45,149,52,1,2,7,8,15,98,32,138,52
H,1.44,4.2,7.5,1,3,6,10,16,120,46,103,39,2,3,5,9,14,119,38,120,39
H,2.5,3.1,3.1,3,6,1,11,9,117,47,99,36,6,1,3,16,10,135,38,137,44
H,4.2,3.25,1.91,4,2,4,7,10,136,43,148,53,9,0,1,30,6,167,66,91,27
H,2.2,3.25,3.5,3,3,4,9,16,130,46,122,41,2,3,5,7,17,99,36,158,52
H,1.95,3.4,4.2,4,5,1,11,6,111,40,128,37,2,5,3,13,14,131,50,113,41
H,3.75,3.2,2.05,4,1,5,8,10,120,34,108,38,2,3,5,13,15,136,56,109,39
H,1.44,3.75,8.0,4,1,5,11,10,150,50,131,49,0,3,7,5,17,111,30,147,51
H,2.1,2.8,4.0,5,2,3,17,13,99,48,80,34,2,4,4,14,16,89,35,106,44
H,2.2,3.0,3.2,1,7,2,6,16,100,45,108,51,6,1,3,14,9,95,53,74,31
H,2.75,2.75,2.6,2,2,6,10,15,76,26,109,46,4,2,4,12,11,103,49,110,38
H,3.4,3.2,2.2,3,3,4,11,14,108,33,116,34,6,3,1,16,8,185,72,87,24
H,1.73,3.4,5.25,5,4,1,13,7,118,44,90,25,4,4,2,13,9,117,44,103,41
H,1.14,7.5,17.0,5,3,2,14,9,130,45,110,44,0,6,4,5,15,96,23,151,56
H,1.73,3.4,5.25,5,1,4,14,8,107,36,108,38,1,4,5,8,15,125,40,101,37
H,4.2,3.4,1.95,3,5,2,8,11,121,41,103,39,5,4,1,18,11,125,53,72,24
H,2.3,3.1,3.2,5,4,1,18,11,131,55,90,25,6,2,2,17,10,139,49,114,42
H,1.53,4.0,6.0,5,2,3,16,11,141,51,119,36,3,2,5,9,17,100,32,123,43
H,2.5,3.0,3.0,2,5,3,10,15,111,31,128,48,2,6,2,12,11,137,44,138,41
H,2.15,3.3,3.5,3,1,6,14,21,129,40,109,53,5,3,2,9,6,93,35,119,29
H,2.2,3.1,3.5,4,4,2,7,8,110,31,101,41,3,4,3,13,10,160,51,94,35
H,2.75,3.3,2.5,7,0,3,12,8,108,46,104,31,3,2,5,12,17,155,45,134,51
H,3.6,3.2,2.1,3,4,3,8,9,105,35,146,45,5,4,1,19,10,155,57,85,30
H,1.8,3.2,3.75,2,3,5,10,12,75,36,115,52,1,4,5,6,11,81,34,135,53
H,1.22,6.5,13.0,6,2,2,19,7,146,48,79,24,6,2,2,13,11,108,35,97,34
H,1.45,4.2,7.5,4,1,5,12,13,123,37,120,37,1,2,7,5,18,107,26,115,47
